ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,label,subject
-16.0,63.0,7.0,-147.22,2.154243,32.27,2,S4
-32.0,-7.0,-56.0,-24.51,0.121788,33.07,1,S4
-53.0,5.0,36.0,9.95,0.320079,32.45,4,S14
-21.0,60.0,19.0,42.18,2.542138,32.41,2,S4
57.0,26.0,-8.0,11.43,0.096367,35.65,1,S2
-15.0,-7.0,-63.0,61.61,0.117951,33.05,1,S4
55.0,26.0,20.0,8.47,0.437201,35.79,1,S2
64.0,1.0,-7.0,4.78,0.21553,34.37,3,S2
-35.0,-9.0,-56.0,44.02,0.106438,33.09,1,S4
57.0,22.0,17.0,-24.88,0.33982,33.71,4,S2
-34.0,-35.0,-41.0,-1.56,0.304728,32.18,1,S14
57.0,23.0,17.0,-13.88,0.180935,33.81,4,S2
-52.0,0.0,38.0,7.9,0.474331,33.16,1,S3
-56.0,8.0,31.0,-18.35,0.314962,31.69,4,S14
-34.0,-6.0,-55.0,35.33,0.116671,33.11,1,S4
43.0,13.0,-44.0,7.56,0.114305,35.68,1,S2
-31.0,-8.0,-57.0,-13.02,0.169117,32.89,1,S4
-49.0,7.0,40.0,-9.12,0.616619,33.31,1,S3
62.0,0.0,12.0,6.06,0.18606,34.25,4,S2
-19.0,62.0,9.0,-19.37,2.74778,32.43,2,S4
49.0,27.0,29.0,-35.68,0.125837,35.89,1,S2
62.0,0.0,12.0,6.53,0.14762,34.61,4,S2
-60.0,-25.0,-7.0,-8.96,1.07797,33.21,1,S3
-56.0,8.0,32.0,5.05,0.316242,31.73,4,S14
49.0,29.0,36.0,-29.82,0.501267,35.79,1,S2
-39.0,52.0,3.0,-44.5,2.104875,32.71,2,S4
-65.0,-18.0,-8.0,-11.71,0.762682,33.45,1,S3
-29.0,-49.0,-36.0,0.64,0.340547,32.75,2,S14
-44.0,-46.0,2.0,16.75,0.289377,32.15,1,S14
-65.0,-1.0,8.0,1.85,0.19598,31.47,4,S4
-22.0,-11.0,-59.0,-5.97,0.126905,32.99,1,S4
-31.0,-7.0,-56.0,1.55,0.121788,33.05,1,S4
-17.0,61.0,9.0,26.1,2.092083,32.23,2,S4
42.0,13.0,-46.0,27.71,0.111743,35.91,1,S2
57.0,22.0,17.0,12.68,0.274472,33.66,4,S2
-38.0,-7.0,-53.0,-83.43,0.311125,32.11,1,S14
-50.0,-37.0,-17.0,-5.3,0.308566,32.21,1,S14
55.0,25.0,21.0,-4.24,0.114305,35.89,1,S2
13.0,-60.0,15.0,61.46,1.152253,33.33,2,S2
16.0,-59.0,13.0,-13.25,0.953646,33.27,2,S2
-61.0,4.0,-15.0,-9.88,0.442299,32.63,2,S3
62.0,0.0,12.0,-2.47,0.145057,34.68,4,S2
-31.0,-7.0,-56.0,-23.65,0.123067,33.07,1,S4
-17.0,63.0,9.0,-36.0,2.525203,32.39,2,S4
-64.0,-7.0,-12.0,36.12,0.189584,32.84,1,S4
-53.0,5.0,36.0,-28.07,0.3188,32.47,4,S14
57.0,22.0,17.0,-16.15,0.27319,33.66,4,S2
-42.0,-44.0,17.0,-3.08,0.321359,33.05,2,S14
-43.0,-1.0,48.0,-9.02,0.374393,33.13,1,S3
-46.0,45.0,9.0,0.76,0.328268,30.83,4,S3
62.0,0.0,12.0,-27.78,0.151464,34.61,4,S2
15.0,-59.0,13.0,-77.0,1.13047,32.71,2,S2
-53.0,-33.0,-21.0,-31.9,0.290656,32.18,1,S14
-65.0,-3.0,-3.0,-28.91,0.156326,32.95,4,S4
56.0,23.0,17.0,-36.33,0.173247,34.23,4,S2
-47.0,44.0,11.0,0.17,0.35133,30.93,4,S3
13.0,11.0,60.0,46.23,0.24372,35.75,1,S2
-50.0,-2.0,41.0,-0.79,0.175513,32.79,3,S4
-53.0,-38.0,0.0,-70.53,0.343106,32.81,2,S14
-35.0,-53.0,2.0,-19.63,2.275656,32.75,1,S3
62.0,0.0,12.0,6.24,0.171965,34.47,4,S2
-41.0,-49.0,-10.0,20.12,0.286819,32.09,1,S14
-67.0,-1.0,5.0,-23.72,0.189584,31.49,4,S4
-48.0,43.0,10.0,23.48,0.371831,31.11,4,S3
-53.0,4.0,36.0,21.27,0.316242,32.55,4,S14
-16.0,62.0,9.0,-16.61,2.147847,32.27,2,S4
-53.0,5.0,36.0,1.56,0.321359,32.45,4,S14
-33.0,-8.0,-57.0,18.28,0.140976,32.93,1,S4
42.0,13.0,-45.0,19.23,0.114305,35.91,1,S2
-56.0,8.0,31.0,-20.69,0.312404,31.67,4,S14
-47.0,-5.0,43.0,-3.79,0.392331,30.87,3,S3
61.0,-1.0,-11.0,-9.07,0.174528,34.15,3,S2
-55.0,-29.0,19.0,17.21,1.863577,32.83,1,S3
-31.0,-55.0,7.0,15.97,0.26763,32.21,1,S14
-46.0,-44.0,-2.0,-13.36,0.320079,32.65,2,S14
-62.0,2.0,18.0,-5.27,0.183188,31.39,4,S4
-19.0,-6.0,-61.0,28.32,0.121788,33.07,1,S4
-5.0,68.0,-1.0,-58.8,0.436491,32.89,2,S14
57.0,26.0,-7.0,14.96,0.100211,35.65,1,S2
-21.0,-6.0,-61.0,36.97,0.117951,33.03,1,S4
-53.0,-6.0,36.0,14.8,2.69759,32.77,1,S3
-64.0,13.0,-5.0,4.29,0.447425,30.65,4,S3
-18.0,61.0,10.0,-22.73,0.3188,31.85,3,S14
56.0,19.0,23.0,9.61,0.192467,35.81,1,S2
-30.0,-8.0,-57.0,43.83,0.158884,32.89,1,S4
-38.0,-51.0,-11.0,19.84,0.306008,32.15,1,S14
-50.0,-1.0,40.0,-45.82,0.176793,32.79,3,S4
-37.0,-8.0,-53.0,12.06,0.307287,32.16,1,S14
-65.0,-2.0,-2.0,-4.19,0.158884,32.84,4,S4
15.0,-61.0,13.0,-26.99,0.694748,33.71,2,S2
-53.0,10.0,38.0,-14.19,0.171676,32.77,3,S4
-33.0,-8.0,-55.0,37.82,0.140976,32.91,1,S4
-59.0,-23.0,-15.0,-20.56,0.697338,33.45,1,S3
-63.0,-4.0,15.0,-0.22,0.401299,31.13,4,S3
-54.0,4.0,36.0,-5.87,0.316242,32.55,4,S14
-64.0,13.0,-6.0,-13.7,0.467925,30.51,4,S3
-32.0,-48.0,26.0,-0.74,0.330313,33.15,2,S14
39.0,37.0,33.0,-3.53,0.597436,35.79,1,S2
-25.0,-45.0,-38.0,36.04,0.298332,32.16,1,S14
-54.0,5.0,36.0,-7.06,0.321359,32.45,4,S14
-25.0,59.0,0.0,36.01,2.978031,32.68,2,S4
-39.0,-33.0,30.0,53.21,0.208772,32.73,1,S4
-55.0,-24.0,-24.0,-24.79,0.985719,33.27,1,S3
47.0,21.0,-37.0,-2.16,0.100211,35.65,1,S2
-65.0,-2.0,-2.0,-19.27,0.152488,32.93,4,S4
-55.0,-32.0,9.0,-17.79,1.746983,32.83,1,S3
-65.0,0.0,5.0,2.26,0.188305,31.49,4,S4
-56.0,8.0,31.0,9.77,0.313683,31.67,4,S14
-33.0,-55.0,0.0,23.77,0.265071,32.25,1,S14
-54.0,4.0,36.0,20.2,0.3188,32.5,4,S14
18.0,-59.0,15.0,82.54,0.689623,34.07,2,S2
-65.0,-2.0,-3.0,34.4,0.152488,32.93,4,S4
53.0,16.0,30.0,-7.31,0.843452,35.68,1,S2
-18.0,60.0,13.0,8.66,0.316242,31.99,3,S14
-46.0,-40.0,-21.0,15.23,0.282981,32.23,1,S14
-64.0,13.0,-6.0,4.47,0.469206,30.49,4,S3
59.0,0.0,-20.0,-1.55,0.196311,34.23,3,S2
59.0,-3.0,-11.0,-266.09,0.182216,35.91,1,S2
-63.0,2.0,16.0,16.53,0.184468,31.43,4,S4
44.0,31.0,31.0,-6.89,0.679441,35.75,1,S2
-31.0,-9.0,-55.0,54.75,0.107717,33.09,1,S4
16.0,-60.0,15.0,39.34,0.867728,33.53,2,S2
-64.0,13.0,-6.0,-5.08,0.474331,30.47,4,S3
-25.0,54.0,7.0,10.78,4.147048,32.41,2,S3
-32.0,-55.0,4.0,21.05,0.275305,32.23,1,S14
-65.0,-2.0,-7.0,16.87,0.160163,32.83,4,S4
-25.0,-59.0,-8.0,33.43,0.261234,32.27,1,S14
18.0,-60.0,15.0,-36.19,1.066403,33.13,2,S2
-21.0,62.0,7.0,177.29,2.11255,32.23,2,S4
-45.0,-33.0,-34.0,6.1,0.280422,32.11,1,S14
-64.0,14.0,-5.0,2.86,0.451268,30.65,4,S3
-64.0,-1.0,10.0,11.76,0.193422,31.49,4,S4
-33.0,-47.0,25.0,-9.41,0.321359,33.09,2,S14
-64.0,13.0,-6.0,6.02,0.456393,30.59,4,S3
-54.0,4.0,35.0,-13.01,0.309845,32.5,4,S14
-23.0,-59.0,-8.0,-6.8,0.26763,32.21,1,S14
-38.0,-7.0,-52.0,-27.92,0.304728,32.18,1,S14
57.0,22.0,17.0,13.31,0.268065,33.65,4,S2
53.0,12.0,29.0,42.27,0.347508,35.89,1,S2
-64.0,13.0,-5.0,5.73,0.449987,30.63,4,S3
-34.0,-9.0,-55.0,14.65,0.170397,32.91,1,S4
-19.0,-6.0,-61.0,-46.18,0.121788,33.09,1,S4
-18.0,61.0,12.0,-4.2,0.320079,31.93,3,S14
57.0,22.0,17.0,11.88,0.221937,33.63,4,S2
-33.0,-7.0,-55.0,24.41,0.172955,32.91,1,S4
-64.0,13.0,-6.0,-6.74,0.451268,30.63,4,S3
-64.0,11.0,-12.0,-10.11,0.464081,30.47,4,S3
-65.0,0.0,-5.0,2.56,0.151209,32.75,4,S4
-54.0,4.0,36.0,10.7,0.3188,32.5,4,S14
-41.0,-17.0,-61.0,89.1,0.105159,33.11,1,S4
15.0,-59.0,14.0,-39.54,0.585835,33.84,2,S2
13.0,-59.0,12.0,8.65,1.056153,32.93,2,S2
31.0,-51.0,18.0,19.23,0.551275,33.15,1,S3
-19.0,60.0,13.0,8.01,0.320079,31.93,3,S14
-63.0,1.0,17.0,12.9,0.181909,31.43,4,S4
-18.0,61.0,11.0,-0.49,0.3188,31.89,3,S14
-45.0,-44.0,13.0,15.76,0.306008,33.09,2,S14
63.0,0.0,-6.0,-0.38,0.195029,34.31,3,S2
15.0,-58.0,20.0,-97.99,0.187026,31.47,4,S4
40.0,37.0,33.0,-1.89,0.587186,35.79,1,S2
-49.0,-3.0,41.0,-3.1,0.400018,30.73,3,S3
62.0,0.0,11.0,16.25,0.214249,34.09,4,S2
-56.0,33.0,16.0,-196.73,1.870786,32.68,2,S4
-47.0,20.0,36.0,212.28,0.201097,32.75,3,S4
-36.0,53.0,5.0,11.06,5.110645,32.29,2,S3
-64.0,13.0,-5.0,6.71,0.455112,30.61,4,S3
-49.0,-4.0,42.0,-13.71,0.400018,30.73,3,S3
-54.0,4.0,35.0,13.74,0.307287,32.5,4,S14
-64.0,-5.0,10.0,8.26,0.412831,31.05,4,S3
-31.0,57.0,1.0,6.15,1.979516,32.71,2,S4
-27.0,-56.0,12.0,20.44,0.268909,32.07,1,S14
-54.0,4.0,36.0,6.64,0.314962,32.53,4,S14
-35.0,-34.0,-37.0,3.19,0.286819,32.16,1,S14
62.0,1.0,11.0,-31.42,0.206561,34.13,4,S2
-30.0,-47.0,30.0,-23.22,0.332872,33.21,2,S14
-34.0,-5.0,-55.0,-27.97,0.115392,33.09,1,S4
-31.0,-56.0,8.0,17.37,0.276585,32.23,1,S14
-63.0,-4.0,15.0,-37.22,0.402581,31.09,4,S3
62.0,0.0,12.0,10.68,0.165559,34.59,4,S2
-47.0,45.0,4.0,-2.58,0.33083,30.83,4,S3
15.0,-59.0,15.0,5.73,0.929232,33.5,2,S2
-49.0,0.0,42.0,38.39,0.171676,32.81,3,S4
-65.0,-2.0,-3.0,-43.53,0.151209,32.95,4,S4
-38.0,-7.0,-52.0,7.54,0.313683,32.11,1,S14
-65.0,-1.0,10.0,-10.06,0.192143,31.47,4,S4
-19.0,61.0,13.0,9.27,0.322638,31.95,3,S14
17.0,-59.0,14.0,-21.21,1.017713,33.03,2,S2
-65.0,-1.0,9.0,22.95,0.282981,32.25,1,S14
-63.0,-7.0,12.0,5.4,1.327814,32.81,1,S3
-53.0,-10.0,36.0,-14.76,0.364143,30.99,3,S3
-50.0,-34.0,-4.0,14.09,0.340547,32.75,2,S14
-44.0,18.0,43.0,-33.8,0.174234,32.73,3,S4
-55.0,-6.0,32.0,18.5,4.292824,32.68,1,S3
57.0,23.0,17.0,19.48,0.173247,34.27,4,S2
-56.0,8.0,32.0,12.89,0.313683,31.71,4,S14
-42.0,-2.0,48.0,-16.64,0.403862,33.11,1,S3
-64.0,13.0,-6.0,-1.01,0.4628,30.55,4,S3
-14.0,50.0,13.0,33.59,0.148901,34.11,3,S2
57.0,23.0,17.0,17.71,0.170684,34.34,4,S2
-32.0,-55.0,0.0,36.8,0.265071,32.23,1,S14
-65.0,-2.0,-2.0,16.22,0.157605,32.89,4,S4
-22.0,-11.0,-60.0,30.46,0.125626,32.99,1,S4
-64.0,11.0,-10.0,19.87,0.464081,30.47,4,S3
-34.0,24.0,56.0,-163.34,0.151209,32.71,4,S4
30.0,-46.0,-10.0,298.3,0.656308,33.73,2,S2
-56.0,7.0,32.0,-25.51,0.316242,31.71,4,S14
-19.0,-7.0,-61.0,-47.16,0.120509,33.07,1,S4
-57.0,8.0,31.0,-21.14,0.312404,31.61,4,S14
57.0,23.0,17.0,12.22,0.202717,33.65,4,S2
-20.0,59.0,13.0,56.21,2.454849,32.37,2,S4
43.0,14.0,-45.0,-35.47,0.115587,35.73,1,S2
-29.0,58.0,9.0,-0.89,1.620139,31.93,2,S3
7.0,-54.0,32.0,-27.43,0.365424,30.83,3,S3
-62.0,-30.0,-11.0,-23.03,0.345664,32.75,2,S14
54.0,25.0,20.0,9.48,0.101492,35.93,1,S2
-56.0,8.0,31.0,1.73,0.314962,31.71,4,S14
-57.0,7.0,31.0,-15.98,0.312404,31.61,4,S14
57.0,23.0,17.0,-31.13,0.175809,34.13,4,S2
-33.0,-54.0,8.0,-16.64,0.272747,32.27,1,S14
-62.0,6.0,19.0,16.32,0.372529,32.89,2,S14
-37.0,-51.0,9.0,-29.59,0.271468,32.27,1,S14
-47.0,-29.0,33.0,-26.27,4.622818,32.65,1,S3
62.0,0.0,12.0,12.37,0.148901,34.63,4,S2
61.0,0.0,-9.0,-1.62,0.16684,34.41,3,S2
-46.0,-38.0,-26.0,52.83,0.288098,32.15,1,S14
-30.0,57.0,9.0,-3.81,1.805921,31.95,2,S3
-56.0,-3.0,31.0,11.74,1.385471,32.83,1,S3
-45.0,-46.0,2.0,13.14,0.289377,32.16,1,S14
10.0,-56.0,25.0,-6.11,0.596119,33.21,1,S3
-16.0,62.0,6.0,12.86,0.316242,31.99,3,S14
-31.0,-54.0,11.0,12.9,0.268909,32.13,1,S14
54.0,11.0,-30.0,-4.69,0.143776,35.91,1,S2
-16.0,62.0,5.0,-7.67,0.3188,31.97,3,S14
57.0,23.0,17.0,7.11,0.170684,34.34,4,S2
-46.0,-27.0,-36.0,-22.34,0.339268,32.77,2,S14
64.0,1.0,-10.0,-48.86,0.189904,34.31,3,S2
-51.0,-34.0,-10.0,17.24,0.337989,32.75,2,S14
-33.0,-6.0,-55.0,23.91,0.112834,33.11,1,S4
-34.0,-8.0,-53.0,35.71,0.176793,32.89,1,S4
-64.0,14.0,-5.0,4.8,0.442299,30.63,4,S3
49.0,13.0,-37.0,-13.96,0.104055,35.68,1,S2
-35.0,-51.0,-18.0,-13.2,0.201097,32.77,1,S4
-32.0,55.0,10.0,5.27,1.898171,32.53,2,S3
-65.0,0.0,-6.0,11.37,0.160163,32.81,4,S4
-30.0,56.0,10.0,-0.9,2.100124,31.95,2,S3
12.0,-59.0,17.0,1.71,0.187026,31.45,4,S4
-53.0,-26.0,26.0,1.4,1.834109,32.83,1,S3
-46.0,-44.0,11.0,-20.41,0.299611,32.91,2,S14
53.0,23.0,24.0,13.99,0.415418,35.83,1,S2
-57.0,-27.0,8.0,13.17,0.373808,32.87,2,S14
-16.0,62.0,8.0,4.61,0.3188,31.97,3,S14
-56.0,7.0,31.0,15.93,0.314962,31.75,4,S14
-34.0,-54.0,-4.0,-9.7,0.289377,32.16,1,S14
58.0,24.0,-3.0,73.83,0.105336,35.71,1,S2
-26.0,-45.0,-39.0,36.86,0.298332,32.18,1,S14
10.0,-59.0,20.0,-6.07,0.188305,31.47,4,S4
53.0,23.0,21.0,145.33,0.318037,35.84,1,S2
-16.0,-47.0,-40.0,22.45,0.116671,33.0,1,S4
-46.0,-43.0,9.0,-28.85,0.300891,32.95,2,S14
-47.0,44.0,11.0,2.83,0.356455,30.97,4,S3
-65.0,2.0,16.0,13.13,0.19598,31.39,4,S4
62.0,0.0,12.0,23.17,0.170684,34.45,4,S2
-36.0,-53.0,5.0,38.95,2.28078,32.66,1,S3
-64.0,13.0,-5.0,9.75,0.446143,30.67,4,S3
-64.0,-2.0,12.0,16.96,0.334151,33.16,2,S14
-64.0,13.0,-6.0,-2.47,0.467925,30.51,4,S3
-35.0,54.0,11.0,-7.04,2.86031,32.53,2,S3
57.0,23.0,17.0,11.25,0.170684,34.33,4,S2
52.0,21.0,30.0,35.39,0.129681,35.91,1,S2
58.0,17.0,18.0,3.61,0.168121,35.91,1,S2
-56.0,-4.0,32.0,4.19,1.371377,32.83,1,S3
-45.0,-8.0,11.0,-3.42,3.47439,32.47,2,S3
64.0,0.0,-3.0,-43.86,0.189904,34.39,3,S2
-46.0,45.0,10.0,-4.89,0.342362,30.93,4,S3
55.0,22.0,21.0,10.49,0.316756,35.87,1,S2
-63.0,-4.0,15.0,0.67,0.401299,31.09,4,S3
-52.0,13.0,30.0,127.13,0.152488,32.73,4,S4
-31.0,-55.0,8.0,14.0,0.268909,32.23,1,S14
-58.0,2.0,4.0,-40.46,0.148651,32.73,4,S4
-54.0,-7.0,34.0,-0.64,3.960979,32.65,1,S3
-65.0,-2.0,-2.0,20.7,0.157605,32.84,4,S4
19.0,-56.0,16.0,51.42,0.735751,34.07,2,S2
56.0,18.0,23.0,6.7,0.178372,35.87,1,S2
56.0,25.0,17.0,-21.89,0.105336,35.91,1,S2
-31.0,56.0,2.0,-172.56,2.505042,32.57,2,S4
-65.0,0.0,-4.0,-5.0,0.155047,32.77,4,S4
-38.0,52.0,11.0,7.38,0.313683,31.83,3,S14
-59.0,3.0,28.0,-11.17,1.595796,32.87,1,S3
54.0,23.0,25.0,13.66,0.414137,35.81,1,S2
57.0,23.0,17.0,16.79,0.171965,34.18,4,S2
-44.0,-29.0,-38.0,-39.23,0.290656,32.15,1,S14
-32.0,-7.0,-56.0,-31.38,0.11923,33.05,1,S4
-18.0,64.0,16.0,-12.94,1.996904,32.68,2,S4
-59.0,-6.0,26.0,18.02,0.35133,30.95,3,S3
-49.0,1.0,42.0,40.11,0.172955,32.83,3,S4
62.0,1.0,11.0,-12.76,0.210405,34.11,4,S2
-24.0,-59.0,-8.0,5.2,0.270188,32.29,1,S14
-32.0,-9.0,-56.0,33.56,0.153767,32.89,1,S4
-18.0,61.0,10.0,-51.43,0.320079,31.85,3,S14
-53.0,-22.0,11.0,29.11,0.340547,32.75,2,S14
-57.0,-34.0,-15.0,-10.21,0.33671,32.75,2,S14
16.0,-60.0,18.0,23.83,0.953646,33.27,2,S2
49.0,12.0,-39.0,58.37,0.098929,35.66,1,S2
-55.0,-3.0,34.0,7.62,0.439737,33.16,1,S3
-46.0,10.0,42.0,-147.88,0.184468,32.79,3,S4
-56.0,-29.0,9.0,-19.14,0.352061,32.89,2,S14
-50.0,0.0,40.0,-0.1,0.174234,32.79,3,S4
-59.0,-30.0,-5.0,1.82,0.206214,32.68,1,S4
-15.0,61.0,13.0,-2.86,2.198255,32.23,2,S4
-53.0,5.0,36.0,-7.67,0.3188,32.41,4,S14
-43.0,-1.0,48.0,6.26,0.373112,33.15,1,S3
-56.0,-31.0,13.0,-4.34,0.370549,33.16,1,S3
-23.0,-58.0,-7.0,28.3,0.26763,32.27,1,S14
-37.0,-51.0,4.0,25.18,2.212874,32.83,1,S3
-47.0,-8.0,43.0,11.11,6.092422,32.61,1,S3
46.0,35.0,27.0,6.3,0.124556,35.89,1,S2
66.0,0.0,-4.0,11.17,0.187341,34.33,3,S2
-45.0,45.0,11.0,0.96,0.342362,30.93,4,S3
-46.0,45.0,9.0,3.56,0.337237,30.95,4,S3
-64.0,-5.0,12.0,18.02,0.282981,32.25,1,S14
-33.0,-48.0,24.0,-40.59,0.326476,33.16,2,S14
-63.0,-4.0,15.0,-57.97,0.402581,31.11,4,S3
-35.0,-54.0,-3.0,68.93,0.306008,32.09,1,S14
-16.0,62.0,5.0,-18.24,0.3188,31.97,3,S14
57.0,23.0,17.0,34.99,0.178372,33.95,4,S2
-17.0,62.0,9.0,-1.66,0.320079,31.95,3,S14
-32.0,-47.0,29.0,-3.18,0.327755,33.13,2,S14
-40.0,-50.0,-7.0,29.81,0.306008,32.16,1,S14
62.0,32.0,33.0,39.09,0.500055,35.84,1,S2
-18.0,61.0,12.0,9.86,0.3188,31.93,3,S14
-45.0,-7.0,45.0,2.98,5.368177,32.55,1,S3
-38.0,-51.0,6.0,-31.21,0.288098,32.15,1,S14
-31.0,-48.0,27.0,4.0,0.327755,33.18,2,S14
-37.0,-7.0,-53.0,12.65,0.312404,32.11,1,S14
-55.0,-34.0,-9.0,6.81,0.294494,32.16,1,S14
-37.0,-7.0,-52.0,-14.65,0.308566,32.11,1,S14
-45.0,1.0,45.0,-47.32,0.488494,33.15,1,S3
-57.0,-7.0,-31.0,-13.92,0.107717,33.07,1,S4
61.0,0.0,-16.0,-19.21,0.195029,34.21,3,S2
49.0,13.0,-38.0,27.77,0.110461,35.68,1,S2
69.0,3.0,14.0,51.0,0.132244,35.53,1,S2
-28.0,56.0,1.0,-47.74,2.629122,32.55,2,S4
-64.0,0.0,-12.0,25.52,0.144813,32.77,4,S4
-32.0,-8.0,-56.0,38.9,0.176793,32.89,1,S4
-54.0,3.0,36.0,-12.36,0.313683,32.5,4,S14
-42.0,-39.0,-42.0,-18.41,0.33543,32.71,2,S14
-33.0,55.0,10.0,-1.98,4.260792,32.34,2,S3
1.0,-59.0,23.0,23.27,0.936933,33.27,1,S3
-47.0,-42.0,8.0,2.98,2.348687,32.66,1,S3
-44.0,-1.0,47.0,5.54,0.362862,30.95,3,S3
-33.0,-8.0,-55.0,-27.7,0.137138,32.93,1,S4
-37.0,52.0,-13.0,-20.55,2.529346,32.57,2,S4
54.0,-3.0,16.0,-47.34,0.165559,35.91,1,S2
-35.0,-6.0,-54.0,-4.01,0.116671,33.11,1,S4
-55.0,-4.0,34.0,3.23,0.426924,33.16,1,S3
60.0,0.0,-20.0,-17.86,0.141213,34.11,3,S2
-50.0,7.0,40.0,46.45,0.170397,32.77,3,S4
-37.0,-7.0,-53.0,-10.28,0.306008,32.11,1,S14
-44.0,18.0,43.0,1.31,0.174234,32.73,3,S4
-31.0,56.0,10.0,-3.38,4.191605,32.25,2,S3
-37.0,-7.0,-53.0,33.58,0.313683,32.09,1,S14
-44.0,19.0,43.0,79.25,0.175513,32.71,3,S4
14.0,9.0,60.0,-4.09,0.100211,35.61,1,S2
-57.0,-4.0,30.0,-6.47,2.425562,32.68,1,S3
-23.0,61.0,6.0,-42.48,2.472757,32.5,2,S4
-57.0,-4.0,30.0,-1.97,2.460156,32.71,1,S3
17.0,-59.0,14.0,-29.36,1.018994,33.15,2,S2
-46.0,0.0,45.0,4.07,0.370549,30.95,3,S3
55.0,33.0,3.0,-23.44,0.528244,35.84,1,S2
-63.0,-4.0,15.0,20.41,0.402581,31.11,4,S3
15.0,-60.0,15.0,-3.69,1.022838,33.09,2,S2
-46.0,-5.0,44.0,5.42,0.392331,30.85,3,S3
-19.0,-6.0,-62.0,-16.47,0.121788,33.07,1,S4
-59.0,1.0,20.0,-4.56,0.766457,32.55,2,S3
-19.0,60.0,15.0,156.27,2.535742,32.39,2,S4
-17.0,-8.0,-61.0,26.0,0.120509,33.03,1,S4
-63.0,-6.0,15.0,17.73,2.011717,32.84,1,S3
15.0,-58.0,16.0,-5.76,0.912575,33.47,2,S2
15.0,-59.0,13.0,16.45,0.584554,33.84,2,S2
-27.0,-40.0,23.0,0.25,4.358168,32.23,2,S3
-24.0,-59.0,-8.0,21.17,0.270188,32.29,1,S14
-46.0,-7.0,-46.0,27.24,0.111555,33.05,1,S4
-64.0,3.0,-8.0,-18.59,0.162722,32.83,4,S4
-46.0,-40.0,-21.0,5.5,0.288098,32.23,1,S14
-65.0,-2.0,-2.0,8.26,0.156326,32.93,4,S4
-15.0,15.0,52.0,55.28,0.179351,32.77,3,S4
54.0,11.0,-31.0,10.08,0.139932,35.91,1,S2
-64.0,14.0,-5.0,11.81,0.444862,30.63,4,S3
-54.0,4.0,35.0,-26.08,0.308566,32.5,4,S14
47.0,21.0,-37.0,-16.35,0.100211,35.66,1,S2
-62.0,-20.0,-11.0,14.62,0.757557,33.45,1,S3
-33.0,-8.0,-56.0,-28.7,0.137138,32.91,1,S4
-46.0,45.0,9.0,3.07,0.335955,30.91,4,S3
-56.0,-34.0,-8.0,-33.1,0.339268,32.77,2,S14
-62.0,2.0,18.0,17.2,0.183188,31.45,4,S4
-28.0,57.0,12.0,17.3,1.667546,31.89,2,S3
-49.0,-6.0,30.0,179.59,0.485931,33.16,1,S3
-54.0,-1.0,34.0,-57.24,0.480806,33.16,1,S3
57.0,19.0,20.0,5.14,0.25397,35.77,1,S2
15.0,-60.0,12.0,-17.34,0.635807,34.03,2,S2
-25.0,-39.0,-41.0,25.44,0.293215,32.13,1,S14
-23.0,59.0,5.0,-14.72,2.737546,32.68,2,S4
60.0,0.0,-19.0,16.02,0.139932,34.11,3,S2
-31.0,-55.0,8.0,28.41,0.26763,32.23,1,S14
-34.0,-8.0,-54.0,13.72,0.170397,32.89,1,S4
-48.0,19.0,39.0,50.5,0.175513,32.75,3,S4
-24.0,60.0,8.0,-19.07,2.777506,32.53,2,S4
-19.0,61.0,11.0,10.08,0.321359,31.97,3,S14
-19.0,61.0,11.0,132.2,2.541833,32.66,2,S4
-60.0,-5.0,24.0,-44.39,0.353893,30.95,3,S3
-31.0,-55.0,7.0,-14.81,0.270188,32.18,1,S14
17.0,-61.0,14.0,20.97,1.129189,32.66,2,S2
60.0,31.0,-12.0,50.61,0.114305,35.71,1,S2
-53.0,5.0,37.0,14.37,0.314962,32.39,4,S14
-53.0,5.0,36.0,-3.8,0.321359,32.39,4,S14
-44.0,18.0,43.0,65.48,0.174234,32.75,3,S4
-32.0,-48.0,27.0,8.15,0.327755,33.18,2,S14
-18.0,-6.0,-61.0,37.76,0.121788,33.07,1,S4
-56.0,-8.0,-33.0,-5.87,0.107717,33.07,1,S4
-57.0,-4.0,30.0,-11.58,2.428125,32.68,1,S3
-33.0,-47.0,28.0,1.08,0.327755,33.15,2,S14
-62.0,-20.0,-9.0,0.6,0.712713,33.43,1,S3
-17.0,-7.0,-62.0,-67.88,0.123067,33.05,1,S4
-20.0,62.0,10.0,-336.42,2.759598,32.43,2,S4
-42.0,-2.0,48.0,6.72,0.408987,33.13,1,S3
-63.0,-4.0,15.0,20.47,0.401299,31.11,4,S3
-63.0,2.0,-18.0,-81.19,0.346944,32.84,2,S14
-39.0,50.0,11.0,-6.49,0.312404,31.77,3,S14
65.0,2.0,3.0,-31.04,0.184779,34.39,3,S2
-37.0,-50.0,-17.0,25.56,0.203655,32.79,1,S4
-43.0,-36.0,-14.0,29.68,0.201097,32.81,1,S4
-16.0,62.0,5.0,10.99,0.320079,31.95,3,S14
-33.0,-9.0,-54.0,-40.06,0.178072,32.91,1,S4
-19.0,-6.0,-62.0,22.27,0.120509,33.07,1,S4
-56.0,-31.0,9.0,-16.61,1.663702,32.84,1,S3
